,sentence,entity,score
47,娱乐资本论注意到，华策影视在许多爆款剧中，采取多家公司联合投资或出品的模式,['华策影视'],[1.0]
48,其中，先导智能在节后实现大单资金净流入9616.74万元，期间累计上涨13.93%，最新收盘价为66.42元，据公司业绩快报披露，公司2017年预计实现归属母公司净利润53750万元，同比增长84.93%，对于业绩增长的原因，公司解释主要是受益于国家对新能源产业的支持，锂电池行业继续快速持续发展，公司锂电池设备业务也实现了持续快速的增长，此外，子公司并表及非经常性损益贡献增加等因素也对业绩有助推作用,['先导智能'],[1.0]
49,2014年至2015年，安邦集团旗下保险产品通过手法凶悍的连续举牌从形式上占据了民生银行第一大股东的位置，但是其股东资格一直未能获批,['民生银行'],[-1.0]
50,如信立泰，在上市首日的交易情况中，买入的前5个席位均为机构专用席位，合计买入金额为1.5亿元，当日卖出的当然都是分散的中签账户,['信立泰'],[0.0]
51,此外，大商股份也公告称，截至12月10日，安保保险合计持有公司股票14685981股，占公司总股本的5.00002%,['大商股份'],[0.0]
52,　　然而，值得注意的是，这已不是泸州老窖第一次推出非白酒业务,['泸州老窖'],[0.0]
53,'　　 ? ?　　　　绝味食品此次发行总数为5000万股，网上发行1500万股，发行市盈率22.99倍，申购代码：732517，申购价格：16.09元，单一帐户申购上限15000股，申购数量1000股整数倍,['绝味食品'],[0.0]
54,今年10月份，高通再次加码与中科创达的合作，双方与重庆市渝北区人民政府携手成立美国高通智能网联汽车协同创新实验室，以促进智能网联汽车产业升级和发展，助力中国智能网联汽车领域的加速发展和创新，为智能网联汽车生态系统建立开放的创新发展平台,['中科创达'],[1.0]
55,　　值得一提的是，高送转这一用以吸引散户追捧概念的手段，贵州茅台却采取“躲避”策略，这种良好的公司文化和企业行为也在很大程度上令一些机构投资者成为贵州茅台的“粉丝”,['贵州茅台'],[1.0]
56,在其大刀阔斧的强势改革下，多年来业绩持续低迷、与同业竞争的一汽夏利迎来了重大变革,['一汽夏利'],[1.0]
57,白酒板块再度走强，伊力特涨3.28%、涨1.96%、涨1.47%、涨1.27%、涨1.23%、涨1.17%、涨1.07%,['伊力特'],[1.0]
58,　　树根互联技术有限公司由三一重工物联网团队创业组建，是独立开放的工业互联网平台企业,['三一重工'],[1.0]
59,　　国泰君安证券还指出，央企试点落地后，试点四大方向会在地方出现对应的新突破,['国泰君安'],[0.0]
60,今年二季度，吕剑锋买入恒华科技37万股，占流通股3.06%，跻身公司第二大流通股股东，7月以来涨幅8.52%,['恒华科技'],[1.0]
61,　　　　祝九胜在万科有很多迷弟迷妹,['万科'],[0.0]
62,　　对此，汪刘胜认为，夏利所处的经济型轿车细分市场连续多年下滑，加之产品市场竞争力较差，一汽夏利已经连续多年亏损,['一汽夏利'],[-1.0]
63,因此，海航控股并不是海航系的嫡系成员,['海航控股'],[0.0]
64,　　我听说，在万科内部，他一度被称为‘财神爷’,['万科'],[0.0]
65,2016年3月1日，对于投资者关于“大股东不肯履行承诺增持股票”的疑问，天龙光电回应称，“大股东目前资金压力较大,['天龙光电'],[0.0]
66,譬如，同为印染类上市公司的(600070)，与航民股份同在一个区域，后者价格的变动势必会传递到同行；染费的价格变动，也直接影响着上游的(600352)、(002440)和(603980)等染料类上市公司,['航民股份'],[0.0]
67,从三季报看，“国家队”持仓情况较半年报无明显变化；从行业分布来看，“国家队”持有数量最多的是银行、保险和券商为代表的金融股.数据来源：东方财富　　国家队持股比例增加TOP20　　三季度，国家队增持上海电力最为明显，增加了4.54个百分点,['上海电力'],[1.0]
68,陕国投表示，由于其房地产信托业务规模较小，2016年以来，房地产信托业务增速高于公司信托业务整体增长率，但其信托资产投向房地产业的比重仍显著低于行业整体水平,['陕国投'],[0.0]
69,可是作为步森股份当时的控股股东步森集团却在该并购推进的过程中，半路跳车跑啦,['步森股份'],[-1.0]
70,　　风云君不禁感慨，停复牌时点是门学问，更是门艺术，步森股份在牛市开始时停牌，却在牛市结束、股灾开始的时候复牌，市场涨的时候没跟上，市场跌的时候那是一点没拉下，全给赶上了,['步森股份'],[-1.0]
71,第一财经记者注意到，在三季度公募全面从莎普爱思撤离的背景下，一家名为深圳鹏达资本管理有限公司(下称“鹏达资本”)的私募机构接连成立了4只信托产品并买入莎普爱思，悉数跻身公司前十大流通股股东名单,['莎普爱思'],[0.0]
72,于是，距离上一次复盘刚好6个月后，2015年12月31日步森股份再次停牌，对外称，可能涉及发行股份购买资产，构成重大资产重组,['步森股份'],[0.0]
73,”　　NO.7  涨幅：168.62%　　牛股特质：易主 高送转预期　　9月透露易主消息之后，大连电瓷股价就默默发力，踏着“小步快跑”的节奏，走出了168.62%的涨幅，走进了2016年度牛股榜,['大连电瓷'],[1.0]
74,2月23日收盘，贵州茅台成交量环比缩减，股价收平于742.48元/股,['贵州茅台'],[-1.0]
75,但乐视网相关人士向媒体表示，贾跃亭的股权质押确实已经触及平仓线，而且已经违约,['乐视网'],[-1.0]
76,”　　对此，记者统计发现，在2017年，陈继通过其控制的企业上海高湘投资管理有限公司（以下简称上海高湘）收购*ST云网的债权及关联债务，涉及金额合计达到5000万元,['ST云网'],[0.0]
77,另外，浙数文化等9只个股，都是三季度券商新进个股,['浙数文化'],[1.0]
78,数据来源：东方财富Choice数据　　券商持股占比减少TOP20　　三季度，券商减持最为明显的是易事特，减持了9.39个百分点，目前持股占比为3.94%,['易事特'],[-1.0]
79,与11号基金持仓情况比较相近还有9号基金，也是同时出现在凯瑞德的前十大流通股股东名单中,['凯瑞德'],[0.0]
80,2月，我们继续推荐青岛海尔基于以下两个方面的逻辑：　　1,['青岛海尔'],[1.0]
81,因为触犯《证券法》相关规定，11月9日晚间，（原万家文化）公告称赵薇夫妇收到被证监会“禁止入市5年”罚单,['万家文化'],[0.0]
82,利用洛马和等公司对比，中航飞机合理市销率约为1.9-2倍，目前中航飞机2018年动态市销率为1.19倍，存在超过50%的股价上涨空间,['中航飞机'],[1.0]
83,　　步森股份的股价走势及相关说明，见下图：　　步森股份经历了三年三换实控人，安见科技即将成为控股股东，能否给上市公司带来业绩的彻底扭转，风云君不造哦,['步森股份'],[1.0]
84,如此诡异的股价走势，也难怪有媒体质疑*ST天成定增终止的消息已经提前泄露,['ST天成'],[-1.0]
85,根据方案，山鼎设计拟通过发行股份及支付现金的方式购买萨拉摩尔100%股权，共作价为11亿元，其中，以现金方式支付4.4亿元，以发行股份的方式支付6.6亿元,['山鼎设计'],[1.0]
86,”　　2017年1月，孙宏斌旗下的融创中国150亿元投资乐视网、乐视影业和乐视致新分别8.61%、15%和33.4959%的股权，他本人则于当年7月21日当选乐视网董事长,['乐视网'],[0.0]
87,作为去年牛股，2017年信维通信股价涨幅达到78.2%，最高涨幅超过133%,['信维通信'],[1.0]
88,云图控股互动平台表示已开始举办腾讯游戏合作赛事,['云图控股'],[1.0]
89,王填认为，步步高与京东在线上交易、O2O业务，物流与供应链等方面具备很大的协同效应，这也将成为步步高未来业绩的增量空间,['步步高'],[1.0]
90,以小程序、公众号为承载工具，建立微信内商城，作为步步高线上主要自营电商平台，充分发挥腾讯社交流量与场景优势,['步步高'],[1.0]
91,(2017年中国房地产企业销售金额TOP20，数据来源：克尔瑞)　　而虽然面临地产调控等风险，但有机构观点表示，得益于规模优势，即使在调控持续的背景下，万科等龙头房企未来业绩无忧,['万科'],[1.0]
92,群益证券表示，调控政策加码，地产行业未来销售量价齐升的局面恐难延续，预计2018年一季度的销售情况幷不会乐观，同比增速或将出现衰退情况，但地产行业集中度将进一步提升，万科A作为行业龙头企业，项目储备及品牌效应方面优势明显,['万科'],[-1.0]
93,今年初，乐普医疗拟以2亿元与公司董事长、实控人蒲忠杰控股的宁波厚德义民信息科技有限公司共同设立乐普生物（上海）科技有限公司，作为生物医药、肿瘤免疫治疗及相关基因治疗的产业化平台,['乐普医疗'],[0.0]
94,　　乐普医疗还表示，将肿瘤免疫治疗作为公司更长期的发展新动能,['乐普医疗'],[1.0]
95,应对策略：则更为积极，表示行业价值优势体现，仍可加大配置，看好、华电国际等龙头公司,['华电国际'],[1.0]
96,2017年1月13日　　乐视网发布公告称，公司拟引入包括融创系在内的战略投资者及其他投资人的投资合计约168亿元，其中上市公司及其控股子公司合计将获得资金约71亿元,['乐视网'],[0.0]
97,中国交建(601800)　　演绎中国疏浚奇迹　　《证券日报》市场研究中心根据数据统计发现，在第二季《大国重器》纪录片提及的上市公司中，中国交建已披露的近四个季度营业收入额为4478.18亿元，在相关公司中位居次席,['中国交建'],[1.0]
98,8月1日，*ST天成发布了重组公告,['ST天成'],[-1.0]
99,当前申仁包装无法满足茅台酒包装需求，部分年份酒、礼品酒等包装订单由外部包装企业完成，通过引战劲嘉股份，短期内将借助劲嘉贵州工厂解决申仁产能瓶颈，同时此次增资也将加快申仁包装产能的扩建和升级，满足中长期订单高速增长需求，进一步覆盖茅台集团的包装业务，并推进包装业务资源整合,['劲嘉股份'],[0.0]
100,以明星次新股易事特为例——该股上市以来连续12日涨停，吸引了无数投资者的目光,['易事特'],[1.0]
101,”　　否认构成虚假陈述　　让人意外的事，庭审中，大智慧和立信方面均表示，不认为大智慧2013年年报造假构成了虚假陈述,['大智慧'],[-1.0]
102,26日成交回报来看，国泰君安顺德大良营业部可谓胜利大逃亡，净卖出9144万元，坐拥卖一,['国泰君安'],[1.0]
103,其中，千山药机走势最妖，在连续五个跌停后，又连续出现两个涨停,['千山药机'],[-1.0]
104,中兴通讯目前已披露2017年年报，数据显示，中兴通讯报告期内营业收入1088.15亿元，同比增长7.49%；实现归属于母公司所有者的净利润45.68亿元，同比扭亏,['中兴通讯'],[1.0]
105,龙净环保今年主攻PM2.5治理，其推出的治霾克星——湿式除尘器解决了上述问题,['龙净环保'],[1.0]
106,中国国旅、、、和，今年以来截至3月2日，分别累计上涨22.84%、19.53%、18.36%、17.36%和13.32%,['中国国旅'],[1.0]
107,　　金百临咨询秦洪表示，由于天润数娱、等高含权股的冲击跌停板的走势，使得市场人气迅速低迷,['天润数娱'],[0.0]
108,那么为何在3个月后，獐子岛部分底播虾夷扇贝便出现大幅减值和核销的异常情况,['獐子岛'],[-1.0]
109,中兴通讯业绩增长与其在5G新型领域锐意进取、不断创新密切相关：2017年，集团坚持围绕5G先锋策略，聚焦主业，坚持核心技术自主创新，持续加大核心领域研发投入，在5G无线、核心网、承载、接入、芯片等核心技术领域，保持业界领先随着5G时代来临以及ICT技术在各行业各领域的加速应用，集团的核心战略部署开始聚焦引领5G创新,['中兴通讯'],[1.0]
110,此外，在被投资者起诉后，大智慧还提起了管辖权异议，上海市高级人民法院已于2016年11月30日下达了裁定书，驳回了大智慧管辖权异议的上诉申请,['大智慧'],[-1.0]
111,被收购方东方海外利润率水平高于中远海控，收购完成后公司利润率水平有望进一步提升,['中远海控'],[0.0]
112,　　随着工业互联网板块的快速升温，券商对于这一题材的专题报告层出不穷，其中不乏对用友网络的重点推荐,['用友网络'],[1.0]
113,”华泰证券策略陈亚龙如是说,['华泰证券'],[0.0]
114,　　 　　伊利股份：造谣董事长被带走调查的一名涉案人员已被抓捕归案,['伊利股份'],[1.0]
115,此外，等新能源汽车主题股、等蓝筹股也获大幅增持；基金减持主要集中在消费和医药领域，伊利股份、在二季度分别遭遇53.80亿和26.46亿的减持，在减持榜上位居前两位,['伊利股份'],[-1.0]
116,例如京东方，现在的液晶屏生产水平已经达到国际前列，再加上业绩同比暴增，于是京东方的股价在近期走出了超强的走势,['京东方'],[1.0]
117,南京银行(601009)1-9月净利润增长最高的银行　　公司延续了上半年的高增长，前三季度业绩好于预期,['南京银行'],[1.0]
118,定增背后暗藏内幕交易　　2016年5月20日晚间，松芝股份发布公告称，公司拟筹划非公开发行股票事项并停牌,['松芝股份'],[0.0]
119,截至2017年12月1日，保千里及下属子公司到期未清偿债务总额约4.5亿元，占公司2016年度经审计净资产的10.39%,['保千里'],[-1.0]
120,对于净利润的大幅下滑，界龙实业解释为房地产板块比去年同期减少项目收入结转,['界龙实业'],[-1.0]
121,根据国家工商总局信息，2017年7月27日，麦子金服进行了股权变更，A轮投资方海通证券及部分股东已显示“退出”,['海通证券'],[0.0]
122,但不良率除浦发银行从1.89%升至2.14%之外，其他各家均现下降趋势,['浦发银行'],[-1.0]
123,证券行业进入变革加速期，华泰证券依靠“互联网+低佣金”战略有望实现市占率的稳步提升,['华泰证券'],[1.0]
124,'　　金盾股份实际控制人、董事长周建灿的纵身一跃，将这家位于上虞的民企推向风口浪尖,['金盾股份'],[-1.0]
125,机构加仓　　神州泰岳 (300002)11日因涨停上榜，买入席位中出现两家机构合计买入3369万元,['神州泰岳'],[1.0]
126,工程建筑板块净流入1.54亿元，净流入最大个股为上海建工、、，分别净流入1.00亿元、0.31亿元、0.17亿元,['上海建工'],[1.0]
127,若剔除该项非经常性损益，双鹭药业上半年净利增幅则应在28%至48%之间,['双鹭药业'],[1.0]
128,或许正是因为如此，中国平安的股价也在2017年翻了近乎一倍,['中国平安'],[1.0]
129,濮阳惠成今日在互动平台表示，公司的OLED中间体相关产品订货量有所增长,['濮阳惠成'],[1.0]
130,以下是近一年以来上榜的游资营业部排行：来源：数据　　国金证券上海奉贤区金碧路营业部无愧“温州帮”龙头之名，除了活跃度非常高外，也特别喜欢打板,['国金证券'],[1.0]
131,在音乐版权相关的领域，中南文化3月14日在投资者互动平台表示，公司的参股公司芒果文创基金参投网易云音乐A轮融资,['中南文化'],[0.0]
132,拼后台——、　　西藏旅游9月9日发布公告称，被西藏纳铭网络技术有限公司举牌,['西藏旅游'],[0.0]
133,　　上述一桩桩违规案例，将民生银行管理和内控上的漏洞暴露无遗,['民生银行'],[-1.0]
134,'　　从王石到郁亮，随着“船长”的更替，万科对自身的定位也出现了变化,['万科'],[0.0]
135,()　　停牌5个月后，中国船舶工业集团(下称“中船集团”)的债转股项目迈出第二步,['中国船舶'],[0.0]
136,而在3月27日万科2017年的业绩推介会上，董事长郁亮也对此进行了详尽的解答,['万科'],[1.0]
137,同时，目前成交量呈现堆量结构，东吴证券判断这是场外资金进入A股市场，有望为接下来的反弹提供充足的动能,['东吴证券'],[0.0]
138,1月以来，青岛啤酒、雪花啤酒均已公布价格上调计划，连“一瓶难求”的茅台也宣布提价,['青岛啤酒'],[-1.0]
139,　　大秦铁路预计盈利排名第二,['大秦铁路'],[1.0]
140,2017年半年报显示，华通化学当期实现营业收入2.89亿元，收入规模在辉丰股份6家披露业绩的子公司中排名第一；实现净利润3229.53万元,['辉丰股份'],[1.0]
141,*ST准油今年以来累计下跌60.46%，跌幅最大,['ST准油'],[-1.0]
142,对此，宁波华翔提出了质疑，要求公开评审流程，不过相关方并未对其要求作出回复,['宁波华翔'],[-1.0]
143,　　说好摘帽有行情，转眼涨停变跌停……　　重庆钢铁和华菱钢铁摘帽复牌后走势　　ST股摘帽当然是利好，但如果大多数人都预期会摘帽，导致股价在摘帽前连续上涨，那等到帽子摘掉的时候也许就崩了,['重庆钢铁'],[0.0]
144,　　然而，文投控股此后发布公告，“就收购协议的主要条款未能达成一致，因此双方决定终止海润影视的收购谈判”,['文投控股'],[-1.0]
145,　　建材：国泰君安认为，可以预见较长的时间内，城镇化将成为建材行业的主要驱动因素，进入成熟期的传统周期品种行情主要体现在供给端,['国泰君安'],[0.0]
146,在对、等的调研中，投资机构了解到，成飞集成锂电洛阳三期项目和江苏一期项目建成后，产能可达5G瓦；江苏二期项目也开始实施，设计产能在5-7G瓦，合计将超过10G瓦,['成飞集成'],[1.0]
147,重阳投资旗下两只产品重阳战略聚智基金、重阳战略同智基金分列上海家化第三、第六大流通股股东,['上海家化'],[0.0]
148,'　　新华网上海6月19日电(记者刘雪)日渐升温的叙利亚局势点燃了国际市场的担忧情绪，近日国际油价被推高至近9个月的高点,['新华网'],[1.0]
149,财务数据显示，哈空调在近几年经营业绩持续承压,['哈空调'],[-1.0]
150,建筑板块走强，截至发稿，、中铁二局涨停，涨逾9%，涨逾7%，、、、、等涨逾3%，板块个股涨多跌少,['中铁二局'],[1.0]
151,　　海通证券估计，截止今年一季度末，银行理财资金通过各种渠道流入股市的规模已达上万亿元,['海通证券'],[0.0]
152,乐心医疗2017半年报显示，目前公司主营业务为家用医疗健康电子产品的研发、生产和销售以及云平台运营,['乐心医疗'],[0.0]
153,?　　2017年10月9日至12月1日，湖北省国资委委托武汉光谷联合产权交易所公开挂牌，为三环集团引进投资者实施改制,['三环集团'],[1.0]
154,　　乐心医疗同时表示，关于合作主要内容为双方共同推动区块链技术在区域医疗、慢病、运动健身等领域，建立信息交换共享的共生运行框架落地,['乐心医疗'],[1.0]
155,租售同权概念股异动拉升，市北高新涨停，涨近5%，、涨逾3%，涨逾2%，、涨逾1%,['市北高新'],[1.0]
156,而1月11日，当北上资金再度净卖出贵州茅台6.06亿元时，当天，贵州茅台股价则随即出现了1.39%的跌幅,['贵州茅台'],[-1.0]
157,　　增持个股中，西山煤电的前十大股东中有四个席位被社保基金组合占据,['西山煤电'],[0.0]
158,　　国泰君安证券首席宏观分析师姜超也在昨日发布的最新研报中指出，工业企业收入增速取决于工业增加值和PPI增速,['国泰君安'],[0]
159,开盘后，一度因为中国平安的高开低走而出现了探底的态势，最低探至2186.64点,['中国平安'],[-1.0]
160,公告显示，美锦能源拟以发行股份或发行股份及支付现金的方式购买上海云峰矿业有限公司、上海灵宝矿产品有限公司、山西兆林实业有限公司合计持有的山西陆合煤化集团有限公司(以下简称“陆合煤化”)不低于60%股权，本次交易完成后，陆合煤化将成为上市公司控股子公司,['美锦能源'],[1.0]
161,《每日经济新闻》记者注意到，中信证券近日发表研报指出，2015年上半年经济下行压力可能要比以往几年更大,['中信证券'],[0.0]
162,据了解，昨日全天东吴证券昆山的两家营业部共为20多位港澳台客户开设A股账户,['东吴证券'],[0.0]
163,　　关注函显示，深交所中小板公司管理部对达华智能停牌以及该公司全资子公司与新乐视智家签署《债转股协议书》等事项表示高度关注，要求公司就相关情况进行认真自查并作出书面说明,['达华智能'],[-1.0]
164,据了解，东旭蓝天储备的PPP项目总额超过300亿元，后续这些项目的落地和转化，将为其未来的经营奠定坚实的基础,['东旭蓝天'],[1.0]
165,盘后数据也验证了这一点，今日逾50%的卖单源自三家营业部，分别是上海分公司、中信证券营业部、恒泰证券深圳梅林路营业部，分别卖出3.46亿元、3.23亿元、2.12亿元,['中信证券'],[0.0]
166,毕士钧接受《每日经济新闻》记者采访时则称，作为软硬件一体化的公司，暴风集团其实并不在意哪个业务板块的收入占得更多，各业务发展水到渠成,['暴风集团'],[1.0]
167,　　对于关注函中所列事项，达华智能被要求作出书面说明报送并对外披露，同时抄报广东证监局上市公司监管处,['达华智能'],[-1.0]
168,　　上海市华荣律师事务所律师许峰对界面新闻记者表示，证监会对恒顺众昇的处罚是顶格处罚,['恒顺众昇'],[-1.0]
169,“本次更名意味着和乐视网（上市公司）的彻底区隔,['乐视网'],[-1.0]
170,不过，12月13日下午，21世纪经济报道记者走访上海不同类型的药店，发现莎普爱思均处于正常销售,['莎普爱思'],[1.0]
171,招商证券研报甚至上调其2017年和2018年预期每股收益，将目标价上调至640元,['招商证券'],[0.0]
172,　　长期以来，在互联网通信技术发展和光网升级的情况下，光迅科技保持高速增长,['光迅科技'],[1.0]
173,而昨天，连续跌停的乐视网也放量了，全天成交近4亿元，但最终还是没有撬开跌停板，抄底资金能否全身而退，我觉得有点难,['乐视网'],[-1.0]
174,此外，在莎普爱思的天猫旗舰店，10毫升的莎普爱思滴眼液，总销量达5557支，月销量1536支，最近一次消费者购买评价日期为12月12日,['莎普爱思'],[0.0]
175,自2012年-2016年，公司的扣非净利润连亏5年，2016年，*ST东数营收1.68亿元，同比下降27.22%，净利润亏损2.33亿元，而2015年，*ST东数也亏损2.12亿元,['ST东数'],[-1.0]
